track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,num_artists,release_type
Did It On'em,Nicki Minaj,spotify:track:4qhhB1wqCRU5BBzotRGov3,0.559,0.414,9,-7.032,0,0.351,0.0445,0.0,0.204,0.472,155.949,212347,4,37.3508,10,1,1,album
Not Suitable for Life,Cattle Decapitation,spotify:track:3jlDprzUvN7rq0khEqr5JT,0.231,0.944,4,-3.135,1,0.106,4.04e-06,0.798,0.0632,0.155,114.928,196653,4,69.53755,9,0,1,album
Transgress,Aphyxion,spotify:track:0UieNjTfSrVlJez7IWhCWC,0.481,0.95,10,-5.701,0,0.0817,2.65e-06,0.723,0.185,0.265,107.486,289440,4,31.94587,13,0,1,compilation
Rock 'Til Dawn,リアムMAZE1981,spotify:track:5Nxb0GgkfyT2BwQYw3xlQH,0.878,0.757,2,-7.239,1,0.0541,0.00539,1.36e-06,0.0774,0.746,95.869,367280,4,37.02172,17,0,1,single
Bad Romance,Lady Gaga,spotify:track:4rJjQvXxNxManKS805uHpu,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4,26.04353,11,1,1,compilation
Saint-Tropez,Post Malone,spotify:track:05mDaV9Vb3wrzjF6OPZnhq,0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,150867,4,30.96243,9,1,1,album
History In The Making,Darius Rucker,spotify:track:1J4HTEFSDx9DWyJVH5uv1b,0.475,0.718,0,-5.638,1,0.034,0.0373,0.0,0.326,0.453,157.722,209480,4,34.46349,12,1,1,album
One More Drinkin' Song,Jerrod Niemann,spotify:track:1HYKv0B6bYycqpxWHydKy9,0.734,0.698,9,-5.833,1,0.0331,0.473,8.02e-05,0.297,0.605,114.031,167813,4,32.23359,8,1,1,album
Don't Wanna Go Home,Jason Derulo,spotify:track:1r3myKmjWoOqRip99CmSj1,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,206080,4,22.49951,10,1,1,album
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,spotify:track:1eL8wZKx7CVJVbZG12becL,0.783,0.662,7,-6.124,1,0.0415,0.126,0.0,0.101,0.523,96.987,186373,4,26.01433,5,1,3,album
Spellbound,Ballet L'école,spotify:track:18cZRmsiu8XiiZRXNceazs,0.431,0.0164,7,-18.642,1,0.114,0.995,0.927,0.111,0.404,64.702,162427,5,51.79532,6,0,1,album
First Bridge,Voyager,spotify:track:09g7JMQLhGPspMm1hfeqCc,0.0777,0.083,0,-27.513,1,0.0436,0.93,0.707,0.0843,0.0394,175.335,128672,3,24.9465,7,0,1,single
"Woman, Amen",Dierks Bentley,spotify:track:3nBXOlFTADNvG9nkqy2O2W,0.484,0.804,5,-5.889,1,0.0912,0.000837,9.29e-06,0.17,0.391,119.838,179827,4,33.46306,10,1,1,album
Down,Jay Sean Featuring Lil Wayne,spotify:track:7LP4Es66zdY7CyjepqmvAg,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,212107,4,51.61505,8,1,2,album
Why,Andrew Bird,spotify:track:21vRuut9u3NxNfG1bTVotN,0.713,0.419,0,-9.866,0,0.0333,0.0533,0.0271,0.172,0.446,97.525,211200,4,41.37868,8,0,1,compilation
Save Me,Love Sees No Color,spotify:track:4KlTTtweCQKeEZAr5DZLme,0.405,0.95,2,-3.644,1,0.0482,0.000785,0.0368,0.323,0.568,169.903,232268,4,21.9084,7,0,1,compilation
Grapes Alla Vodka - Salva Remix,RL Grime,spotify:track:4kCkjD8HfGJ0z8Gjcn1BH3,0.772,0.769,1,-5.135,1,0.0465,0.00233,0.724,0.0802,0.211,135.976,312353,4,27.80096,15,0,1,compilation
Paranoid,Ty Dolla $ign Featuring B.o.B,spotify:track:0Yp3wCUpjrG7NWWPDpmQXm,0.858,0.398,1,-11.306,1,0.0598,0.00888,0.0,0.112,0.258,97.476,216520,4,30.22244,13,1,2,single
Honey Bee,Blake Shelton,spotify:track:0gY2iq0xJPRoIB1PScKSw4,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,210720,4,37.04044,9,1,1,album
Whiskey Glasses,Morgan Wallen,spotify:track:6foY66mWZN0pSRjZ408c00,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4,84.8676,8,1,1,album
Rock Bottom,G-Space,spotify:track:3xiRrryLcppVImjjox2zKB,0.86,0.516,9,-7.52,0,0.288,0.343,0.833,0.239,0.236,127.902,605625,4,28.91892,31,0,1,single
Stranger Things,Joyner Lucas & Chris Brown,spotify:track:34I0nBvoE0ZXmqbKiJ5BWS,0.867,0.663,10,-5.838,0,0.178,0.443,0.0,0.117,0.481,121.978,219733,4,39.8644,8,1,2,single
Devils Light,Novembers Doom,spotify:track:4lCUGHrQ26k4i5Jydc75SZ,0.471,0.947,10,-5.902,0,0.0643,3.37e-05,0.268,0.0953,0.296,140.047,305307,4,70.6498,15,0,1,album
Feeling Punk - Roy McLaren Remake,Todd Terry,spotify:track:6LghKuR2PuRvfFeB7KChGF,0.771,0.695,2,-9.989,1,0.0627,0.00011,0.675,0.0359,0.597,123.996,375484,4,44.53293,10,0,2,compilation
Hits from the Bong,Dub Silence,spotify:track:6naeWqXAcKos6CXUsBNKyB,0.913,0.261,10,-16.584,0,0.0664,0.21,0.0,0.0768,0.802,89.986,235102,4,43.38259,9,0,1,album
If Not For You (Demo),Shakey Graves,spotify:track:3HUCTp20rxqMnCtdyU7JgU,0.634,0.433,2,-8.018,1,0.0256,0.864,0.00858,0.102,0.268,101.791,191671,4,34.96463,9,0,1,single
Flight,Tristam,spotify:track:23qSOTzMlj97ltJyah0lnV,0.495,0.756,4,-5.734,0,0.655,0.0409,2.67e-05,0.102,0.217,87.396,219429,4,45.81585,8,0,2,single
They Don't Know,Rico Love,spotify:track:4tzrdaXrV7FQMLoM0FvXdZ,0.587,0.551,10,-6.837,0,0.129,0.156,0.0,0.167,0.432,99.984,296733,4,84.93052,10,1,1,single
New God Flow,Pusha T Kanye West,spotify:track:1DbeslBYnckTqqTcc1Y2Tg,0.493,0.914,3,-2.963,0,0.386,0.393,0.0,0.353,0.519,173.694,294907,4,63.71363,12,1,2,single
Want To Want Me,Jason Derulo,spotify:track:7oGZAicScQt96OAW4AruYy,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719,4,26.05659,12,1,1,album
Jah is my Keeper Dub - Fabwize Dub,Bost & Bim,spotify:track:6fCk132xymqPccTBCcOj91,0.73,0.534,8,-5.304,1,0.0442,0.0236,0.000934,0.149,0.534,135.947,284133,4,58.06659,11,0,2,album
Lights Come On,Jason Aldean,spotify:track:4llYMkhHa1w7UAdDFRQcEZ,0.567,0.839,6,-4.048,0,0.0698,0.0489,0.0,0.103,0.903,160.062,194507,4,21.23827,11,1,1,album
Smooth Sailin',Leon Bridges,spotify:track:3JbqwFY5q0ORO3siv5zL3A,0.641,0.721,11,-6.788,0,0.0451,0.413,7.15e-06,0.246,0.753,67.055,183333,4,36.45371,8,0,1,album
Yoga,Janelle Monae & Jidenna,spotify:track:3IJCSQoLF4YzPAKaxq2JLb,0.74,0.546,7,-5.674,0,0.0498,0.0159,8.41e-05,0.209,0.375,130.028,217679,4,43.5095,10,1,2,single
Come with Me and Fly (feat. Yusef Rumperfield),Tall Black Guy,spotify:track:6zOPQ76B2CgzAOXTlIsbI0,0.84,0.637,4,-7.457,0,0.035,0.142,0.831,0.127,0.117,124.003,404547,4,141.08262,11,0,2,album
That Don't Sound Like You,Lee Brice,spotify:track:2l1fWY1albInvAG9t8WP2p,0.543,0.589,4,-9.496,1,0.0421,0.0236,2.99e-05,0.0798,0.255,129.813,210573,4,31.45376,11,1,1,album
Pants On The Ground,General Larry Platt,spotify:track:2aYguRih2pKaKXiW7UFrbA,0.836,0.768,6,-5.47,0,0.0969,0.0295,0.0,0.513,0.613,95.025,210547,4,34.25778,9,1,1,single
Life Of The Party,Shawn Mendes,spotify:track:14hJ5tc1VCFMWhVn9axRTC,0.667,0.614,10,-4.995,1,0.0314,0.0663,0.0,0.111,0.161,113.979,214533,4,43.23048,8,1,1,album
Lips Are Movin,Meghan Trainor,spotify:track:6gj08XDlv9Duc2fPOxUmVD,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,182667,4,28.45577,7,1,1,album
John Doe,B.o.B Featuring Priscilla,spotify:track:0NIIKjRSjFVfjkgcgWlgQu,0.722,0.697,10,-7.083,1,0.0404,0.239,0.0,0.062,0.487,120.132,212006,4,33.72535,12,1,2,album
Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",spotify:track:3DpqHuPTyeHWEp3lN8G0oq,0.703,0.68,3,-7.706,1,0.234,0.0203,0.0,0.151,0.596,147.929,288640,4,24.85844,14,1,5,album
Oye Mujer,Raymix,spotify:track:37kCg5izHEMZ66xGdMVG5L,0.83,0.584,4,-6.001,0,0.0361,0.168,0.0,0.176,0.925,90.992,259240,4,46.47068,8,0,1,album
Jealous,Nick Jonas,spotify:track:4lSkNB2fp7roRthqwD7p8k,0.699,0.718,11,-3.721,0,0.0967,0.0116,0.0,0.329,0.368,93.016,223973,4,27.17808,9,1,1,compilation
free (at ease),fantompower,spotify:track:2IFvyJC5l60NaaCjlFmg8A,0.533,0.246,9,-16.585,1,0.0466,0.907,0.894,0.112,0.0886,87.016,145402,4,55.96276,6,0,1,single
Conqueror,Empire Cast Featuring Estelle & Jussie Smollett,spotify:track:7uQztXdiRLRu4YSviPqfD9,0.573,0.59,0,-6.37,1,0.0344,0.298,0.0,0.105,0.375,130.016,268427,4,26.72546,14,1,3,album
Firestorm (feat. Sara Diamond),Adventure Club,spotify:track:6xzUW6hrUQIrvKmzaXf0Jx,0.629,0.73,1,-4.341,0,0.0353,0.148,9.78e-06,0.0943,0.232,140.053,207470,4,27.26614,8,0,2,album
Jelly Roll Blues,Jimmie Davis,spotify:track:759SxPDEOVgY6WzwEj0pIU,0.68,0.225,5,-11.999,1,0.0543,0.956,6.38e-05,0.12,0.832,102.481,171760,4,28.71865,9,0,2,compilation
Tu Hi Ah,The PropheC,spotify:track:63qRT3ZJfnsjWHVUhhbAZ3,0.701,0.498,7,-9.941,0,0.0407,0.165,6.93e-06,0.143,0.588,74.998,191280,4,26.43512,11,0,1,single
Why Don't You Dance With Me? - Radio Edit,Future Breeze,spotify:track:3wDWjeQhLSPko8qLWnzRW5,0.781,0.828,8,-8.28,0,0.0509,0.447,0.849,0.0862,0.708,135.022,203817,4,43.77633,7,0,1,compilation
"Me, Myself & I",G-Eazy x Bebe Rexha,spotify:track:40YcuQysJ0KlGQTeGUosTC,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,111.996,251467,4,26.78731,13,1,2,album
Shotta Flow,NLE Choppa,spotify:track:67XyC1GdSkKb9sbRRkUDXS,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,176632,4,25.88226,8,1,2,single
Protect Your Mind (Braveheart) - Lange Remix,DJ Sakin,spotify:track:3QnL2bVIPfW9bTsKQplHMT,0.544,0.687,9,-11.681,0,0.0342,0.313,0.826,0.0817,0.153,137.87,239791,4,33.32458,9,0,3,compilation
Firework,Glee Cast,spotify:track:6F55MQrSDrsmsTH50WCGrk,0.619,0.888,8,-5.198,1,0.0719,0.011,0.0,0.101,0.442,124.029,227507,4,25.5886,11,1,1,album
Try (Instrumental Version),Steve Petrunak,spotify:track:6E3tdTUpvkebBrTGYqfYWE,0.603,0.497,1,-7.805,1,0.04,0.972,0.916,0.124,0.632,139.889,222981,4,40.90267,10,0,1,album
Death Metal Rebels,Necrocurse,spotify:track:78Pk0UQBQ46esA4vKrMmnO,0.329,0.995,6,-2.836,1,0.069,0.000972,0.855,0.334,0.0685,94.355,222000,4,46.53285,9,0,1,album
Don't Stop (Color On The Walls),Foster The People,spotify:track:4HRa9ZWcmZ8JD7UySPu0wT,0.611,0.948,1,-3.751,0,0.0753,0.00183,0.0995,0.0969,0.79,133.004,174920,4,29.67597,10,1,1,album
"Gone, Gone, Gone",Phillip Phillips,spotify:track:5L79aNYCTKiZq7vaOElXYj,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,209693,4,46.97496,9,1,1,album
Can't Take A Joke,Drake,spotify:track:1dUHF4RyMmMTveJ0Rby6Xm,0.761,0.598,10,-7.249,0,0.182,0.128,0.0,0.0839,0.447,173.897,163974,4,54.84091,9,1,1,album
Indifferent,Destiny Potato,spotify:track:0jEySbb3DKhppgcE5sc03q,0.535,0.909,8,-5.757,1,0.078,0.000495,0.00456,0.264,0.376,105.006,220071,3,28.89395,11,0,1,album
Hall Of Fame,The Script Featuring will.i.am,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,0.421,0.873,10,-4.343,1,0.0565,0.0653,0.0,0.123,0.63,84.803,202533,4,22.82421,10,1,2,album
Set Me Up,Project 86,spotify:track:3B1CButLOp24N3LLtLxanm,0.48,0.94,9,-4.029,1,0.0682,0.000777,0.677,0.173,0.628,99.987,187333,4,31.96937,8,0,1,compilation
She Got The Best Of Me,Luke Combs,spotify:track:698eQRku24PIYPQPHItKlA,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4,26.33044,8,1,1,album
Folk Hero Schtick,Yeasayer,spotify:track:6WumsfihsYxv2hX9GX8l78,0.656,0.783,5,-8.09,0,0.102,0.0592,0.191,0.371,0.577,119.989,278253,4,65.79451,12,0,1,album
Fine China,Future & Juice WRLD,spotify:track:5274I4mUMnYczyeXkGDWZN,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,141587,4,55.76776,7,1,2,album
Beibs In The Trap,Travis Scott,spotify:track:0ESJlaM8CE1jRWaNtwSNj8,0.743,0.571,7,-6.054,0,0.145,0.24,0.0,0.291,0.495,119.054,213863,4,34.30846,9,1,1,album
In The Night,The Weeknd,spotify:track:25KybV9BOUlvcnv7nN3Pyo,0.505,0.68,7,-4.99,1,0.0713,0.0796,0.0,0.0465,0.539,168.021,235653,3,39.43803,11,1,1,album
Folkfest,Fakkboiz,spotify:track:468vI2GIQ02ukQpiLNdMCr,0.662,0.913,1,-5.524,1,0.0739,0.0122,0.000251,0.732,0.396,131.98,172727,4,35.49087,9,0,3,single
Both,Gucci Mane Featuring Drake,spotify:track:5tFep7dXGd7vEJ668wTPux,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,190312,4,27.57333,8,1,2,album
Sonatine bureaucratique,Erik Satie,spotify:track:5UJu48EIiDXBoCQhRSqUYq,0.393,0.114,9,-27.79,1,0.0365,0.993,0.888,0.147,0.385,129.119,225011,4,71.43767,9,0,2,album
Hey Yo Check It Out - Slowpop Mix,Slowpop,spotify:track:02xbWEPK1AdgXztIiDZuPJ,0.843,0.795,7,-6.592,1,0.102,0.00304,0.0325,0.0731,0.066,115.997,372414,4,91.82664,11,0,1,compilation
Are You Ready?,The Profane,spotify:track:4cetZymJCuWf9MGcb1VuMm,0.351,0.968,0,-4.62,1,0.0821,0.00973,7.35e-05,0.126,0.311,164.989,207275,4,41.68563,7,0,1,album
El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,spotify:track:7hOfyNuj2dLc0HAEYVDIYS,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013,206667,4,45.05733,9,1,2,album
Ungrateful Little Father,Broken Social Scene,spotify:track:4C3HdJ5CP30lvwiFXGzerO,0.43,0.583,0,-8.461,1,0.0643,0.156,0.00595,0.46,0.33,126.264,401893,4,29.10403,12,0,1,album
Why,Andrew Bird,spotify:track:3mZ3speNA6D3Y7EJlYQTTC,0.713,0.419,0,-9.866,0,0.0333,0.0533,0.0271,0.172,0.446,97.525,211200,4,41.37868,8,0,1,compilation
Rearview Town,Jason Aldean,spotify:track:3yHTTHbT058Ow0favhZO38,0.526,0.85,10,-4.47,0,0.0313,0.023,0.0,0.0948,0.338,141.973,184173,4,86.12942,6,1,1,single
Starships,Nicki Minaj,spotify:track:1oHNvJVbFkexQc0BpQp7Y4,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4,23.23304,12,1,1,album
Nice For What,Drake,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,210747,4,35.02261,12,1,1,album
Rodeo,Lil Nas X & Cardi B,spotify:track:4ak7xjvBeBOcJGWFDX9w5n,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,158707,4,34.27033,9,1,2,single
Just How It Is,Young Thug,spotify:track:5OC4vQl6XKvsCzgrPwzY1q,0.611,0.539,7,-10.617,1,0.411,0.0485,0.0,0.127,0.627,82.766,207133,4,35.77992,9,1,1,album
Bring It Back,Travis Porter,spotify:track:6VWUOFXGwH1OgyPrfRONrn,0.944,0.76,11,-4.355,0,0.0851,0.116,0.0,0.113,0.545,98.001,217907,4,30.38559,16,1,1,album
Play Hard,David Guetta Featuring Ne-Yo & Akon,spotify:track:2QD4C6RRHgRNRAyrfnoeAo,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,201000,4,61.58179,7,1,3,album
My Strange Addiction,Billie Eilish,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4,36.72945,9,1,1,album
Crude Rock 'n' Roll,Whipstriker,spotify:track:0rqkUe6bBhrLzjvZfvYJwa,0.36,0.958,9,-4.28,1,0.0694,0.0313,0.348,0.103,0.331,83.035,213187,4,18.53302,8,0,1,album
Jesus Paid It All,Holy Communion Instrumental Duo,spotify:track:6LX9hB0iQiZaukDisDtiV4,0.439,0.219,9,-17.192,1,0.0429,0.99,0.93,0.114,0.226,75.348,183971,3,22.84625,9,0,1,album
Silvertine,Summoning,spotify:track:1bMKrbEimdnyVU1n9xfrIU,0.394,0.977,1,-5.53,1,0.0662,0.00446,0.926,0.11,0.217,130.011,533787,4,22.66408,18,0,1,album
Tighten Up,The Black Keys,spotify:track:2MVwrvjmcdt4MsYYLCYMt8,0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,211080,4,21.97797,10,1,1,album
"Song Of Mor'du - From ""Brave""/Soundtrack",Patrick Doyle,spotify:track:3AVQq5hpwkuJxAzM3g34hz,0.547,0.741,7,-8.787,1,0.125,0.338,0.0,0.0602,0.495,120.875,137853,4,37.08509,6,0,6,compilation
Sultans of Swing (Metal Version),Leo,spotify:track:7DkgBzZEKPxWScqUkFzZrR,0.522,0.936,4,-5.524,0,0.049,0.00107,0.164,0.054,0.915,75.014,309795,4,31.07111,13,0,2,album
Harvest Scythe,Novembers Doom,spotify:track:37YbiUkcqh1KnFIP1J0cuv,0.263,0.982,1,-2.909,1,0.108,2.72e-06,0.68,0.338,0.151,116.286,340453,3,61.94065,19,0,1,album
The Git Up,Blanco Brown,spotify:track:2KKijf6Ett4kmVNJze2roh,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,200594,4,40.48284,10,1,1,album
Circle Of Fear,Dr. Know,spotify:track:7jEc6MlghmEwqYIZ4JarNT,0.253,0.98,7,-4.267,0,0.131,7.77e-05,0.0181,0.243,0.417,135.091,174320,4,29.3257,7,0,1,compilation
Stand In Your Love (Radio Version),Bethel Music,spotify:track:6HRU0CPcG0q3Dq8XVBWacL,0.461,0.802,0,-4.448,1,0.0325,0.112,0.0,0.116,0.342,144.518,221333,4,39.90239,10,0,2,single
Shinin' On Me,Jerrod Niemann,spotify:track:56hUUEbFVeJXCmbdPfsy1T,0.651,0.773,7,-6.97,1,0.0366,0.318,0.0,0.27,0.69,83.995,194573,4,37.11004,9,1,1,album
Bottom Feeder,Project 86,spotify:track:5j58ixcXqWIMZlnzhr5wPx,0.481,0.609,9,-7.57,0,0.0317,0.000701,0.00435,0.0967,0.198,119.758,311360,4,34.21364,14,0,1,compilation
Cantaloop (Flip Fantasia),Us3,spotify:track:2tx0NGbD9R81UGdsWhK5fZ,0.852,0.655,5,-11.498,0,0.0645,0.107,2.07e-05,0.137,0.952,115.962,279360,4,27.46911,16,0,3,compilation
Justice and Metal,Battle Beast,spotify:track:4gciKFO8ZLNkHKr39QEdtD,0.457,0.969,11,-3.944,0,0.0768,0.00216,0.0239,0.0561,0.283,90.095,153533,4,44.01439,6,0,1,album
Remote Tumour Seeker,Archspire,spotify:track:2sC87TgUDPTes7bBF3JAS7,0.357,0.968,11,-4.238,1,0.17,0.00073,0.506,0.0611,0.469,127.495,241013,3,29.05366,8,0,1,album
Our Time - Mr. Bill Remix,Mr. Bill,spotify:track:5gVl1xGudSA5Y5OCJ8iaAY,0.771,0.636,4,-6.9,0,0.0738,0.000186,0.403,0.273,0.636,104.013,233230,4,30.62229,7,0,2,compilation
Far Away,Tyga Featuring Chris Richardson,spotify:track:6Kbu55LHFZHjF2nRXVWOrd,0.643,0.712,3,-6.244,1,0.0476,0.311,0.0,0.151,0.534,92.037,206520,4,34.72719,8,1,2,album
Blood In The River,Zeal & Ardor,spotify:track:1OLobd97VcA9vbbUUcHh1k,0.439,0.652,8,-5.22,1,0.0827,0.039,0.0,0.384,0.379,160.931,213168,4,49.21655,10,0,1,album
Call For War,Grave Digger,spotify:track:1vygswu0JAaOb93yxceZ6z,0.167,0.992,4,-5.917,1,0.0925,1.08e-05,0.00412,0.327,0.173,170.159,199387,4,32.41097,11,0,1,album
Shoot It Out,10 Years,spotify:track:1r0nVD3zMwfEEi8WytLzAH,0.47,0.882,6,-3.906,1,0.0638,0.00347,1.62e-06,0.372,0.328,164.04,199680,4,36.50841,8,0,1,compilation
She's Got A Way With Words,Blake Shelton,spotify:track:3JffB4CABj9lA0NC63kbCp,0.616,0.697,3,-5.952,1,0.0295,0.326,2.18e-05,0.0827,0.68,148.93,190987,4,30.42161,8,1,1,album
Malbec - Original Mix,Samples,spotify:track:5fYzDxffRooBxcfvwug1tX,0.635,0.619,11,-7.596,0,0.0376,0.0308,0.15,0.144,0.429,92.995,230323,4,46.47483,9,0,1,compilation
Mc Kekel - Quer Andar De Motoca - DJ Merinho,MC Kekel,spotify:track:0bQ1G4NiKsHQMrXnUdD2gu,0.856,0.932,1,-3.702,1,0.604,0.628,0.0,0.492,0.693,86.536,138223,5,63.08419,6,0,1,compilation
Black Flowers,Hatti Vatti,spotify:track:1bxHBsDsVlNcGyyp43q0cn,0.746,0.401,5,-10.559,0,0.0341,0.23,0.716,0.0815,0.153,113.36,225867,5,74.28348,9,0,2,album
Shuggie,Foxygen,spotify:track:51XZD1FCrWyU3dDWJH4nzb,0.467,0.645,1,-7.614,0,0.0364,0.101,0.00524,0.144,0.71,127.947,201707,3,27.26849,12,0,1,album
"Winterfell - From The ""Game Of Thrones: Season 2"" Soundtrack",Ramin Djawadi,spotify:track:6NTKYkRWHOMZz4O8N3NMZS,0.0806,0.157,0,-19.48,0,0.0441,0.928,0.858,0.105,0.0326,172.835,163733,3,55.23535,7,0,1,album
Stay High,Brittany Howard,spotify:track:4vtyIW5uMCzu827nc5ThVt,0.598,0.853,9,-5.373,1,0.0546,0.132,0.00298,0.132,0.315,122.012,191396,1,23.91632,7,0,1,album
Grenade,Bruno Mars,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110.443,223253,4,22.62387,7,1,1,album
Trois Gymnopédies: No. 1,Erik Satie,spotify:track:2RuemJNZXFItaEefpnK7yC,0.539,0.00825,7,-33.836,1,0.053,0.995,0.963,0.0749,0.42,129.066,192000,3,41.69224,10,0,2,compilation
Bubble Butt,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",spotify:track:4REEbsJ6WV9NoGubnlhnkm,0.765,0.771,7,-6.99,1,0.347,0.0115,0.00237,0.606,0.394,194.072,227813,4,28.72485,11,1,4,album
Later On,The Swon Brothers,spotify:track:7lG4154Md1Kw7BMg56Pt4s,0.411,0.903,2,-2.948,1,0.144,0.0544,0.0,0.104,0.614,180.078,217160,4,21.55313,12,1,1,album
Man Of The Woods,Justin Timberlake,spotify:track:4KTU5aa5s547f1JF5DImhF,0.624,0.452,0,-8.206,1,0.0681,0.315,1.02e-05,0.311,0.724,199.775,243987,4,19.54514,12,1,1,album
My Kinda Party,Jason Aldean,spotify:track:215FCyLSBcXeX0NASXEjyn,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,284960,4,42.35153,11,1,1,album
You Won't Break Me Down,Emerald Sun,spotify:track:3ctLvtdTruoUQXGYD5qcn5,0.487,0.886,4,-1.27,0,0.0548,0.00284,0.000512,0.221,0.473,137.895,310220,4,39.80506,15,0,1,album
Love's Gonna Make It Alright,George Strait,spotify:track:1blSBtrZgDJIWQl0BlAyov,0.707,0.867,4,-5.418,1,0.0339,0.221,0.00039,0.268,0.649,110.996,228893,4,44.57406,11,1,1,album
Turritopsis Dohrnii,The Ocean,spotify:track:76r6DLMit4fNUqIMastkmU,0.232,0.65,9,-9.765,1,0.0428,1.02e-05,0.855,0.141,0.172,115.046,300000,4,74.65326,10,0,1,compilation
Carry On,fun.,spotify:track:7gpy7sfWPNuOKmUNs3XQYE,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,278373,5,39.57129,14,1,1,album
O Saathi,Atif Aslam,spotify:track:6fScgF2Y63ScU73nYju0ny,0.481,0.496,8,-7.421,1,0.0262,0.588,0.0,0.132,0.453,89.839,251819,4,81.70376,8,0,2,single
Dare (La La La),Shakira,spotify:track:0YoUczWJPqphLvxnTXG00N,0.792,0.73,11,-5.376,1,0.0698,0.0623,2.66e-05,0.089,0.616,128.029,186507,4,17.78255,11,1,1,album
Feelings,Def Cut,spotify:track:6TaaCS1iWRoynqEoF8vgTL,0.69,0.329,7,-9.817,1,0.0745,0.00261,0.792,0.312,0.622,140.012,172367,4,65.16585,6,0,1,album
Paradise Warfare,Carpenter Brut,spotify:track:7MwjanOxjvV2ILQPfOKIIm,0.324,0.943,2,-0.957,1,0.0747,0.000432,0.905,0.319,0.274,162.047,254815,4,29.6677,13,0,1,album
The Heartless,Tha Playah,spotify:track:5huIyIlnwtOOpaeSGTydHI,0.526,0.966,2,-0.902,1,0.3,0.0257,0.000195,0.336,0.221,185.083,189405,4,21.32055,12,0,2,album
The Story Of O.J.,JAY-Z,spotify:track:6JpN5w95em8SODPiM7W2PH,0.741,0.718,7,-5.823,1,0.415,0.283,2.21e-06,0.23,0.576,165.848,231760,4,45.95149,11,1,1,album
You Make Me Feel...,Cobra Starship Featuring Sabi,spotify:track:16Of7eeW44kt0a1M0nitHM,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693,4,44.82961,9,1,2,album
Singer-Songwriter,Aidan Knight,spotify:track:3NYu1hYxR8bp6GfjJpBxg0,0.329,0.478,1,-8.631,1,0.0304,0.0901,0.57,0.0828,0.0738,111.821,174413,4,52.26536,8,0,1,album
Broken Halos,Chris Stapleton,spotify:track:06gD2ZtK3Dzc1BYqWExQJJ,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4,86.43585,6,1,1,album
